flight_number,name,date_utc,success,rocket,launchpad,payloads,cores,landing_success,launch_date
139,Starlink 4-3 (v1.5),2021-12-01T23:20:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6161d0f26db1a92bfba85355'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2021-12-01
140,IXPE,2021-12-09T06:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61c1f395a4a2462678cbf46e'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-12-09
141,Starlink 4-4 (v1.5),2021-12-18T12:41:40.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['61bbac16437241381bf70632'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2021-12-18
142,Türksat 5B,2021-12-19T03:58:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['5fe3c080b3467846b3242190'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2021-12-19
143,CRS-24,2021-12-21T10:06:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['6161d22a6db1a92bfba85357'],"[{'core': '61c1ef45a4a2462678cbf45d', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2021-12-21
144,Starlink 4-5 (v1.5),2022-01-06T21:49:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61d5ece4f88e4c5fc91f1ebb'],"[{'core': '5f57c5440622a633027900a0', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-01-06
145,Transporter-3,2022-01-13T15:25:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6175aaacefa4314085aa9c56'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2022-01-13
146,Starlink 4-6 (v1.5),2022-01-19T00:04:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61e05516be8d8b66799018d4'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-01-19
147,CSG-2,2022-01-31T23:11:12.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6161d3a06db1a92bfba8535a'],"[{'core': '5e9e28a6f359183c413b265d', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2022-01-31
148,NROL-87,2022-02-02T20:18:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['6175aaacefa4314085aa9c56'],"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",1,2022-02-02
149,Starlink 4-7 (v1.5),2022-02-03T18:13:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61e05520be8d8b66799018d5'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-02-03
150,Starlink 4-8 (v1.5),2022-02-21T14:44:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['61fc02e1e0dc5662b76489b4'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-02-21
151,Starlink 4-11 (v1.5),2022-02-25T17:12:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['61fc0334e0dc5662b76489b5'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2022-02-25
152,Starlink 4-9 (v1.5),2022-03-03T14:35:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61fc0379e0dc5662b76489b6'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 11, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-03-03
153,Starlink 4-10 (v1.5),2022-03-09T13:45:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['61fc0382e0dc5662b76489b7'],"[{'core': '5e9e28a6f359183c413b265d', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-03-09
154,Starlink 4-12 (v1.5),2022-03-19T03:24:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['623491e5f051102e1fcedac9'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-03-19
155,Transporter-4,2022-04-01T16:24:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243af62af52800c6e919260'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-04-01
156,Ax-1,2022-04-08T15:17:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['61eefb129eb1064137a1bd74'],"[{'core': '5f57c5440622a633027900a0', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-04-08
157,NROL-85,2022-04-17T13:13:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['6243b036af52800c6e919262'],"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",1,2022-04-17
158,Starlink 4-14 (v1.5),2022-04-21T15:16:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243af9faf52800c6e919261'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-04-21
159,Crew-4,2022-04-27T07:52:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['6243b1cdaf52800c6e919265'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-04-27
160,Starlink 4-16 (v1.5),2022-04-29T21:27:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['62582aa55988f159024b964d'],"[{'core': '5f57c5440622a633027900a0', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-04-29
161,Starlink 4-17 (v1.5),2022-05-06T09:42:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['62582aad5988f159024b964e'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 12, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-05-06
162,Starlink 4-13 (v1.5),2022-05-13T22:07:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['625829d75988f159024b9649'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2022-05-13
163,Starlink 4-15 (v1.5),2022-05-14T20:40:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['625829cf5988f159024b9648'],"[{'core': '627843db57b51b752c5c5a54', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-05-14
164,Starlink 4-18 (v1.5),2022-05-18T10:40:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['62615ee40ec008379be596fd'],"[{'core': '5e9e28a6f359183c413b265d', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-05-18
165,Transporter-5,2022-05-25T18:27:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b39daf52800c6e919267'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb267a34e7c7'}]",1,2022-05-25
166,Nilesat-301,2022-06-08T21:04:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b286af52800c6e919266'],"[{'core': '5f57c5440622a633027900a0', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-06-08
167,Starlink 4-19 (v1.5),2022-06-01T17:08:50.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['6278484e57b51b752c5c5a63'],"[{'core': '5ef670f10059c33cee4a826c', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-06-01
168,SARah 1,2022-06-18T14:19:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['5fe3b2abb3467846b3242172'],"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'RTLS', 'landpad': '5e9e3032383ecb554034e7c9'}]",1,2022-06-18
169,Globalstar FM15,2022-06-19T04:27:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['62adecbcd26f4f711fa53848'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-06-19
170,SES-22,2022-06-29T21:04:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b93caf52800c6e91926f'],"[{'core': '627843db57b51b752c5c5a54', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-06-29
171,Starlink 4-21 (v1.5),2022-07-07T13:11:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['630bccc6d36448026ab01639'],"[{'core': '5e9e28a7f3591817f23b2663', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-07-07
172,Starlink 3-1 (v1.5),2022-07-11T01:39:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['630bccd6d36448026ab0163a'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",0,2022-07-11
173,CRS-25,2022-07-15T00:44:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['6243b835af52800c6e91926d'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 5, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-07-15
174,Starlink 4-22 (v1.5),2022-07-17T14:50:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['630bce10d36448026ab0163b'],"[{'core': '5e9e28a6f35918c0803b265c', 'flight': 13, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-07-17
175,Starlink 3-2 (v1.5),2022-07-21T17:13:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['630bce49d36448026ab0163c'],"[{'core': '61fae5947aa67176fe3e0e1e', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2022-07-21
176,Starlink 4-25 (v1.5),2022-07-24T00:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['630bce79d36448026ab0163d'],"[{'core': '5f57c5440622a633027900a0', 'flight': 8, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-07-24
177,KPLO,2022-08-04T23:08:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['630bcfe1d36448026ab01641'],"[{'core': '5e9e28a6f359183c413b265d', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-08-04
178,Starlink 4-26 (v1.5),2022-08-09T22:57:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['630bcea1d36448026ab0163e'],"[{'core': '627843db57b51b752c5c5a54', 'flight': 3, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-08-09
179,Starlink 3-3 (v1.5),2022-08-12T21:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['630bceb8d36448026ab01640'],"[{'core': '5f57c53d0622a6330279009f', 'flight': 10, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2022-08-12
180,Starlink 4-27 (v1.5),2022-08-19T19:24:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['630bceadd36448026ab0163f'],"[{'core': '5f57c5440622a633027900a0', 'flight': 9, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-08-19
181,Starlink 4-23 (v1.5),2022-08-28T02:22:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['631614d7ffc78f3b85670716'],"[{'core': '61c1ef45a4a2462678cbf45d', 'flight': 2, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-08-28
182,Starlink 3-4 (v1.5),2022-08-31T05:40:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['630f63bf18702d4844fb5391'],"[{'core': '5f57c54a0622a633027900a1', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3032383ecb6bb234e7ca'}]",1,2022-08-31
183,Starlink 4-20 (v1.5) & Sherpa LTC-2/Varuna-TDM,2022-09-05T02:09:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,"['631614e9ffc78f3b85670717', '631617fbffc78f3b8567071d']","[{'core': '5e9e28a6f359183c413b265d', 'flight': 7, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-09-05
184,Starlink 4-2 (v1.5) & Blue Walker 3,2022-09-11T01:10:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,"['63161610ffc78f3b85670718', '63161872ffc78f3b8567071e']","[{'core': '5e9e28a7f3591817f23b2663', 'flight': 14, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecb075134e7cd'}]",1,2022-09-11
185,Starlink 4-34 (v1.5),2022-09-17T01:05:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['63161699ffc78f3b85670719'],"[{'core': '60b800111f83cc1e59f16438', 'flight': 6, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-09-17
186,Starlink 4-35 (v1.5),2022-09-24T23:30:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['631616a7ffc78f3b8567071a'],"[{'core': '627843d657b51b752c5c5a53', 'flight': 4, 'gridfins': True, 'legs': True, 'reused': True, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-09-24
187,Crew-5,2022-10-05T16:00:00.000Z,True,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,['62dd73ed202306255024d145'],"[{'core': '633d9da635a71d1d9c66797b', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': True, 'landing_success': True, 'landing_type': 'ASDS', 'landpad': '5e9e3033383ecbb9e534e7cc'}]",1,2022-10-05
188,USSF-44,2022-11-01T13:41:00.000Z,,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,['5fe3b86eb3467846b324217c'],"[{'core': '5fe3b8f2b3467846b3242181', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': '5fe3b8fbb3467846b3242182', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': '5fe3b906b3467846b3242183', 'flight': 1, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-01
188,Starlink 4-36 (v1.5),2022-10-20T14:50:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['631616aeffc78f3b8567071b'],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-10-20
188,Galaxy 33 (15R) & 34 (12R),2022-10-08T23:05:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-10-08
188,Hotbird 13F,2022-10-15T05:22:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-10-15
189,Hotbird 13G,2022-11-03T03:24:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-03
191,Galaxy 31 (23R) & 32 (17R),2022-11-08T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-08
192,Eutelsat 10B,2022-11-15T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-15
193,ispace Mission 1 & Rashid,2022-11-22T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-22
194,CRS-26,2022-11-18T22:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4502f509094188566f88,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-18
195,Starlink 4-37 (v1.5),2022-11-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-01
196,"O3b mPower 1,2",2022-11-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b788af52800c6e91926b'],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-01
197,SWOT,2022-12-05T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-05
198,SES-18 & SES-19,2022-11-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-11-01
198,Transporter-6,2022-12-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-01
199,TTL-1,2022-12-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4502f509092b78566f87,['63161760ffc78f3b8567071c'],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-01
200,WorldView Legion 1 & 2,2022-12-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b896af52800c6e91926e'],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-01
202,Viasat-3 & Arcturus,2022-12-01T00:00:00.000Z,,5e9d0d95eda69974db09d1ed,5e9e4502f509094188566f88,[],"[{'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}, {'core': None, 'flight': None, 'gridfins': True, 'legs': True, 'reused': False, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-01
203,O3b mPower 3.4,2022-12-01T00:00:00.000Z,,5e9d0d95eda69973a809d1ec,5e9e4501f509094ba4566f84,['6243b788af52800c6e91926b'],"[{'core': None, 'flight': None, 'gridfins': None, 'legs': None, 'reused': None, 'landing_attempt': None, 'landing_success': None, 'landing_type': None, 'landpad': None}]",0,2022-12-01
